회사명,sum_rlt
1058196232_3,5.0
1058196232_4,2.0
1058196310_1,19.0
1058196310_2,0.0
1058196310_3,1.0
1058196310_4,2.0
1058196566_1,2.0
1058196566_2,4.0
1058196566_3,3.0
1058196566_4,1.0
1058197037_1,4.0
1058197037_2,15.0
1058197037_3,7.0
1058197037_4,7.0
1058197357_1,20.0
1058197357_2,15.0
1058197357_3,9.0
1058197357_4,14.0
1058197662_1,0.0
1058197662_2,3.0
1058197662_3,4.0
1058197662_4,3.0
1058197982_1,6.0
1058197982_2,2.0
1058197982_3,1.0
1058197982_4,0.0
1058198429_1,3.0
1058198429_2,3.0
1058198429_3,1.0
1058198531_1,1.0
1058198531_2,2.0
1058198531_3,2.0
1058198531_4,1.0
1058405917_1,64.0
1058405917_2,63.0
1058506306_1,1.0
1058508852_1,4.0
1058509185_1,2.0
1058514179_1,7.0
1058516691_1,38.0
1058517308_1,3.0
1058522228_1,20.0
1058522228_2,16.0
1058523251_1,19.0
1058524721_1,56.0
1058528542_1,26.0
1058528542_2,14.0
1058528616_1,2.0
1058528616_2,3.0
1058531294_1,10.0
1058531668_1,14.0
1058534234_1,11.0
1058535913_1,8.0
1058535932_1,4.0
1058535984_1,2.0
1058536246_1,2.0
1058537492_1,8.0
1058538322_1,19.0
1058539302_1,27.0
1058539807_1,19.0
1058541773_1,2.0
1058541773_2,1.0
1058600333_1,3.0
1058600333_2,2.0
1058600333_3,0.0
1058600333_4,3.0
1058600949_1,11.0
1058600949_2,31.0
1058600949_3,25.0
1058602272_1,14.0
1058602272_2,2.0
1058602272_3,1.0
1058602272_4,0.0
1058602802_1,7.0
1058602802_2,11.0
1058602802_3,10.0
1058602802_4,12.0
1058603062_1,2.0
1058603062_2,2.0
1058603062_3,10.0
1058603062_4,4.0
1058603233_1,2.0
1058603233_2,7.0
1058603233_3,0.0
1058603233_4,0.0
1058603932_1,6.0
1058603932_2,6.0
1058603932_3,5.0
1058603932_4,4.0
1058604630_1,6.0
1058604630_2,5.0
1058604630_3,3.0
1058604630_4,3.0
1058605041_1,35.0
1058605041_2,10.0
1058605041_3,6.0
1058605041_4,4.0
1058606472_1,6.0
1058606472_2,0.0
1058606472_3,8.0
1058606472_4,1.0
1058607340_1,3.0
1058607340_2,13.0
1058607340_3,13.0
1058607807_1,3.0
1058607807_2,1.0
1058607807_3,2.0
1058607807_4,4.0
1058608219_1,11.0
1058608219_2,3.0
1058608219_3,4.0
1058608219_4,2.0
1058609163_1,78.0
1058610016_1,6.0
1058610016_2,5.0
1058610016_3,4.0
1058610016_4,6.0
1058610049_1,6.0
1058610049_2,2.0
1058610049_3,5.0
1058610049_4,2.0
1058610092_1,5.0
1058610092_2,6.0
1058610092_3,6.0
1058610092_4,1.0
1058610092_5,2.0
1058610146_1,18.0
1058610146_2,8.0
1058610146_3,8.0
1058610146_4,9.0
1058610146_5,10.0
1058611709_1,9.0
1058611709_2,12.0
1058611709_3,15.0
1058611709_4,7.0
1058612125_1,4.0
1058612125_2,3.0
1058612708_1,4.0
1058612708_2,4.0
1058612708_3,7.0
1058612708_4,9.0
1058612881_1,5.0
1058612881_2,3.0
1058614410_1,7.0
1058614410_2,7.0
1058614410_3,0.0
1058614410_4,3.0
1058615817_1,2.0
1058616247_1,17.0
1058616247_2,16.0
1058617038_1,5.0
1058617038_2,3.0
1058617038_3,2.0
1058617038_4,3.0
1058617227_1,12.0
1058617227_2,8.0
1058617227_3,15.0
1058617227_4,3.0
1058617421_1,1.0
1058617421_2,1.0
1058617867_1,1.0
1058618022_1,0.0
1058618022_2,0.0
1058618022_3,2.0
1058618022_4,2.0
1058618226_1,9.0
1058618226_2,7.0
1058618226_3,12.0
1058618226_4,2.0
1058619185_1,8.0
1058619185_2,7.0
1058619185_3,1.0
1058619185_4,3.0
1058620697_1,2.0
1058620697_2,1.0
1058620697_3,27.0
1058620697_4,12.0
1058621100_1,1.0
1058621100_2,1.0
1058621100_3,1.0
1058621721_1,7.0
1058621721_2,8.0
1058621721_3,9.0
1058621721_4,2.0
1058622491_1,69.0
1058622491_2,44.0
1058622638_1,7.0
1058622638_2,10.0
1058622638_3,10.0
1058622638_4,16.0
1058624150_1,7.0
1058624150_2,7.0
1058624150_3,34.0
1058624150_4,20.0
1058625329_1,1.0
1058625329_2,1.0
1058625329_3,0.0
1058625329_4,0.0
1058625784_1,10.0
1058625784_2,8.0
1058625784_3,7.0
1058625784_4,8.0
1058626217_1,9.0
1058626217_2,11.0
1058626217_3,10.0
1058627929_1,16.0
1058627929_2,4.0
1058627929_3,2.0
1058627929_4,1.0
1058628549_1,15.0
1058628549_2,37.0
1058628549_3,10.0
1058628549_4,6.0
1058628568_1,5.0
1058628568_2,3.0
1058628568_3,5.0
1058628568_4,2.0
1058629548_1,10.0
1058629548_2,0.0
1058629683_1,2.0
1058629683_2,2.0
1058629683_3,1.0
1058629683_4,2.0
1058630138_1,2.0
1058630138_2,15.0
1058630138_3,15.0
1058630138_4,0.0
1058630536_1,3.0
1058630536_2,3.0
1058630536_3,0.0
1058630536_4,3.0
1058632572_1,1.0
1058632572_2,1.0
1058632572_3,8.0
1058632572_4,3.0
1058632664_1,1.0
1058632664_2,3.0
1058632664_3,2.0
1058632664_4,4.0
1058633377_1,8.0
1058633377_2,10.0
1058633377_3,4.0
1058633377_4,2.0
1058633421_1,4.0
1058633421_2,5.0
1058633421_3,11.0
1058633421_4,10.0
1058633760_1,8.0
1058633760_2,2.0
1058634546_1,2.0
1058634546_2,1.0
1058634546_3,0.0
1058634546_4,2.0
1058634605_1,4.0
1058634605_2,4.0
1058635114_1,5.0
1058635114_2,2.0
1058635114_3,2.0
1058635114_4,1.0
1058635166_1,4.0
1058635166_2,7.0
1058635166_3,1.0
1058635166_4,1.0
1058635394_1,4.0
1058635394_2,3.0
1058635394_3,3.0
1058635394_4,3.0
1058639366_1,2.0
1058639366_2,2.0
1058639366_3,0.0
1058639968_1,4.0
1058639968_2,3.0
1058639968_3,3.0
1058641940_1,18.0
1058641940_2,6.0
1058641940_3,13.0
1058642366_1,8.0
1058642366_2,10.0
1058642366_3,21.0
1058642366_4,20.0
1058642648_1,28.0
1058642880_1,3.0
1058642880_2,2.0
1058642880_3,23.0
1058642880_4,4.0
1058642880_5,5.0
1058643759_1,2.0
1058643759_2,0.0
1058643759_3,1.0
1058643759_4,1.0
1058643929_1,6.0
1058643929_2,5.0
1058643929_3,33.0
1058643929_4,5.0
1058644587_1,16.0
1058644587_2,7.0
1058644587_3,5.0
1058644587_4,3.0
1058644651_1,3.0
1058644651_2,5.0
1058644651_3,3.0
1058644840_1,19.0
1058644840_2,16.0
1058644840_3,8.0
1058644840_4,6.0
1058646120_1,7.0
1058646120_2,8.0
1058646120_3,6.0
1058646120_4,4.0
1058647186_1,1.0
1058647186_2,0.0
1058647186_3,0.0
1058647186_4,2.0
1058647212_1,22.0
1058648583_1,16.0
1058648583_2,9.0
1058648583_3,10.0
1058649205_1,1.0
1058649205_2,1.0
1058649205_3,1.0
1058649205_4,1.0
1058649340_1,15.0
1058649340_2,6.0
1058649340_3,4.0
1058650906_1,11.0
1058650906_2,12.0
1058650906_3,4.0
1058650906_4,1.0
1058652035_1,2.0
1058652035_2,4.0
1058652035_3,1.0
1058652035_4,2.0
1058652618_1,3.0
1058652618_2,3.0
1058652618_3,0.0
1058652618_4,0.0
1058652942_1,6.0
1058652942_2,4.0
1058652942_3,4.0
1058652942_4,12.0
1058653179_1,31.0
1058653669_1,1.0
1058653669_2,0.0
1058653669_3,7.0
1058653669_4,4.0
1058654289_1,3.0
1058654289_2,0.0
1058654289_3,3.0
1058654483_1,14.0
1058654483_2,20.0
1058654483_3,18.0
1058654483_4,22.0
1058656235_1,7.0
1058656235_2,15.0
1058656235_3,14.0
1058656235_4,1.0
1058656405_1,2.0
1058656405_2,2.0
1058656405_3,2.0
1058656405_4,2.0
1058657350_1,16.0
1058657350_2,12.0
1058657350_3,8.0
1058657350_4,11.0
1058658252_1,10.0
1058658252_2,10.0
1058658252_3,15.0
1058658252_4,10.0
1058658887_1,15.0
1058658887_2,14.0
1058658887_3,12.0
1058658887_4,10.0
1058659173_1,16.0
1058659173_2,15.0
1058659173_3,14.0
1058659173_4,16.0
1058659173_5,30.0
1058659509_1,0.0
1058659509_2,2.0
1058659509_3,2.0
1058659509_4,1.0
1058659834_1,13.0
1058659834_2,11.0
1058659834_3,15.0
1058659834_4,8.0
1058661437_1,57.0
1058661437_2,40.0
1058662116_1,0.0
1058662116_2,1.0
1058662116_3,0.0
1058662116_4,0.0
1058662377_1,15.0
1058664152_1,13.0
1058664152_2,11.0
1058664152_3,23.0
1058664152_4,14.0
1058664415_1,5.0
1058664415_2,3.0
1058664415_3,4.0
1058664415_4,4.0
1058665035_1,1.0
1058665035_2,2.0
1058665035_3,1.0
1058665035_4,3.0
1058665715_1,13.0
1058665715_2,4.0
1058665715_3,3.0
1058665715_4,0.0
1058667746_1,17.0
1058667746_2,14.0
1058667746_3,14.0
1058667746_4,10.0
1058668537_1,5.0
1058668537_2,3.0
1058668537_3,2.0
1058668537_4,4.0
1058669462_1,2.0
1058669462_2,1.0
1058670799_1,9.0
1058671070_1,2.0
1058671070_2,1.0
1058671070_3,1.0
1058671070_4,7.0
1058672502_1,10.0
1058672502_2,8.0
1058672502_3,10.0
1058672502_4,10.0
1058673535_1,1.0
1058673535_2,9.0
1058673535_3,3.0
1058673535_4,3.0
1058673592_1,33.0
1058673592_2,27.0
1058673592_3,15.0
1058674515_1,19.0
1058674515_2,12.0
1058674515_3,7.0
1058674515_4,7.0
1058674908_1,6.0
1058674908_2,8.0
1058674908_3,9.0
1058674908_4,7.0
1058675019_1,11.0
1058675019_2,4.0
1058675080_1,6.0
1058675080_2,5.0
1058675080_3,2.0
1058675080_4,6.0
1058675135_1,2.0
1058675135_2,2.0
1058675135_3,5.0
1058675135_4,6.0
1058675358_1,1.0
1058675358_2,4.0
1058675358_3,6.0
1058675358_4,6.0
1058675514_1,6.0
1058675514_2,8.0
1058675514_3,10.0
1058676570_1,1.0
1058676570_2,1.0
1058676570_3,0.0
1058676570_4,0.0
1058677021_1,9.0
1058677021_2,8.0
1058677021_3,6.0
1058677021_4,14.0
1058677263_1,9.0
1058677263_2,9.0
1058677263_3,10.0
1058677263_4,10.0
1058677400_1,0.0
1058677400_2,6.0
1058677400_3,4.0
1058677400_4,3.0
1058677434_1,4.0
1058677434_2,3.0
1058677434_3,2.0
1058677754_1,10.0
1058677754_2,11.0
1058677905_1,5.0
1058677905_2,1.0
1058677905_3,6.0
1058677905_4,13.0
1058682349_1,18.0
1058682349_2,27.0
1058682349_3,25.0
1058682349_4,19.0
1058683334_1,10.0
1058683334_2,6.0
1058683334_3,4.0
1058683334_4,2.0
1058683519_1,0.0
1058683519_2,0.0
1058683519_3,0.0
1058683519_4,0.0
1058684013_1,7.0
1058684013_2,0.0
1058684013_3,4.0
1058684013_4,17.0
1058684347_1,4.0
1058684347_2,1.0
1058684347_3,2.0
1058684347_4,2.0
1058684347_5,5.0
1058684589_1,32.0
1058684589_2,28.0
1058684589_3,6.0
1058684589_4,14.0
1058686082_1,5.0
1058686082_2,5.0
1058686082_3,5.0
1058686082_4,4.0
1058686914_1,7.0
1058686914_2,5.0
1058686914_3,11.0
1058686914_4,2.0
1058687039_1,3.0
1058687039_2,0.0
1058687039_3,3.0
1058687039_4,1.0
1058687325_1,1.0
1058687325_2,1.0
1058687325_3,6.0
1058687325_4,5.0
1058687626_1,1.0
1058687626_2,1.0
1058687626_3,0.0
1058687626_4,2.0
1058689226_1,10.0
1058689226_2,10.0
1058689546_1,1.0
1058689546_2,4.0
1058689546_3,1.0
1058689546_4,0.0
1058691232_1,20.0
1058691232_2,19.0
1058691232_3,8.0
1058691232_4,15.0
1058691815_1,3.0
1058691815_2,1.0
1058692115_1,11.0
1058692115_2,11.0
1058692115_3,13.0
1058692212_1,10.0
1058692212_2,10.0
1058692212_3,15.0
1058692212_4,20.0
1058692527_1,0.0
1058692527_2,5.0
1058692527_3,3.0
1058692527_4,9.0
1058693787_1,13.0
1058693787_2,20.0
1058693787_3,15.0
1058693787_4,5.0
1058694132_1,6.0
1058701019_1,12.0
1058701019_2,6.0
1058701019_3,5.0
1058701019_4,4.0
1058701057_1,6.0
1058701208_1,13.0
1058701208_2,14.0
1058701208_3,13.0
1058701208_4,12.0
1058702022_1,8.0
1058702022_2,32.0
1058702022_3,12.0
1058702022_4,18.0
1058703472_1,7.0
1058703472_2,3.0
1058703472_3,6.0
1058703472_4,13.0
1058703735_1,5.0
1058703735_2,0.0
1058703735_3,1.0
1058703735_4,3.0
1058704772_1,71.0
1058708273_1,1.0
1058708273_2,6.0
1058708273_3,4.0
1058708273_4,4.0
1058708915_1,3.0
1058708915_2,5.0
1058708915_3,6.0
1058711797_1,17.0
1058711797_2,11.0
1058711797_3,8.0
1058713233_1,3.0
1058713233_2,2.0
1058713233_3,0.0
1058713233_4,0.0
1058714362_1,17.0
1058714362_2,14.0
1058714362_3,20.0
1058714362_4,10.0
1058714950_1,28.0
1058715060_1,5.0
1058715060_2,0.0
1058715060_3,1.0
1058715060_4,2.0
1058716415_1,4.0
1058716415_2,13.0
1058718053_1,3.0
1058718053_2,6.0
1058718053_3,4.0
1058718257_1,3.0
1058718257_2,5.0
1058718257_3,6.0
1058718257_4,4.0
1058719009_1,44.0
1058719009_2,27.0
1058719009_3,12.0
1058719009_4,7.0
1058720317_1,6.0
1058720317_2,8.0
1058720317_3,8.0
1058720317_4,8.0
1058720321_1,35.0
1058720321_2,36.0
1058720374_1,13.0
1058720374_2,4.0
1058720374_3,4.0
1058720374_4,4.0
1058721295_1,4.0
1058721295_2,10.0
1058721295_3,35.0
1058721790_1,12.0
1058721790_2,10.0
1058723051_1,0.0
1058723051_2,1.0
1058723051_3,1.0
1058723051_4,1.0
1058723084_1,3.0
1058723084_2,6.0
1058723084_3,5.0
1058723084_4,3.0
1058723750_1,0.0
1058723750_2,0.0
1058723750_3,1.0
1058723750_4,1.0
1058724443_1,4.0
1058724443_2,4.0
1058724443_3,5.0
1058724443_4,5.0
1058725082_1,11.0
1058725082_2,14.0
1058726271_1,10.0
1058726271_2,20.0
1058726271_3,11.0
1058726271_4,12.0
1058727173_1,0.0
1058727173_2,7.0
1058727173_3,9.0
1058727625_1,6.0
1058727625_2,9.0
1058727625_3,15.0
1058727625_4,7.0
1058727630_1,3.0
1058727630_2,1.0
1058727630_3,6.0
1058727630_4,6.0
1058728037_1,14.0
1058728037_2,15.0
1058728037_3,6.0
1058728037_4,20.0
1058728060_1,3.0
1058728060_2,2.0
1058728060_3,3.0
1058728060_4,1.0
1058728740_1,3.0
1058728740_2,1.0
1058728740_3,0.0
1058728740_4,5.0
1058728978_1,10.0
1058728978_2,10.0
1058728978_3,7.0
1058728978_4,6.0
1058729206_1,10.0
1058729206_2,14.0
1058729206_3,10.0
1058729206_4,5.0
1058729434_1,1.0
1058729434_2,15.0
1058729434_3,3.0
1058729434_4,3.0
1058731508_1,7.0
1058731508_2,6.0
1058731508_3,13.0
1058732114_1,1.0
1058732114_2,0.0
1058732114_3,3.0
1058732114_4,2.0
1058732389_1,33.0
1058732389_2,25.0
1058733603_1,5.0
1058733603_2,5.0
1058733603_3,11.0
1058733603_4,9.0
1058733980_1,3.0
1058733980_2,0.0
1058733980_3,0.0
1058733980_4,0.0
1058734067_1,8.0
1058734067_2,1.0
1058735649_1,1.0
1058735649_2,11.0
1058735649_3,2.0
1058735649_4,1.0
1058736027_1,4.0
1058736027_2,4.0
1058736027_3,5.0
1058736522_1,19.0
1058736522_2,4.0
1058736522_3,8.0
1058736522_4,1.0
1058736522_5,4.0
1058736935_1,2.0
1058736935_2,1.0
1058736935_3,1.0
1058736935_4,3.0
1058738331_1,1.0
1058738331_2,5.0
1058738331_3,3.0
1058738331_4,4.0
1058738990_1,19.0
1058738990_2,17.0
1058738990_3,30.0
1058738990_4,9.0
1058739325_1,2.0
1058739325_2,3.0
1058739325_3,6.0
1058739325_4,1.0
1058741568_1,12.0
1058741568_2,10.0
1058741568_3,8.0
1058741568_4,14.0
1058743213_1,28.0
1058743566_1,3.0
1058743566_2,3.0
1058743834_1,4.0
1058743834_2,0.0
1058743834_3,0.0
1058743834_4,0.0
1058743891_1,78.0
1058744172_1,15.0
1058744172_2,17.0
1058744172_3,15.0
1058745263_1,10.0
1058745905_1,9.0
1058746831_1,20.0
1058746831_2,19.0
1058746831_3,18.0
1058746831_4,20.0
1058746961_1,3.0
1058746961_2,7.0
1058746961_3,4.0
1058746961_4,4.0
1058747242_1,11.0
1058747242_2,21.0
1058747242_3,19.0
1058747242_4,4.0
1058747432_1,50.0
1058747432_2,49.0
1058747432_3,2.0
1058747432_4,18.0
1058747499_1,5.0
1058747790_1,1.0
1058747790_2,4.0
1058747790_3,3.0
1058748751_1,13.0
1058748751_2,13.0
1058748751_3,13.0
1058748751_4,13.0
1058749920_1,30.0
1058749920_2,21.0
1058749920_3,21.0
1058750354_1,17.0
1058750354_2,6.0
1058750354_3,6.0
1058750354_4,2.0
1058750878_1,11.0
1058750878_2,20.0
1058750878_3,34.0
1058750878_4,7.0
1058751159_1,54.0
1058751159_2,43.0
1058751159_3,14.0
1058751159_4,15.0
1058751367_1,4.0
1058751367_2,3.0
1058751367_3,3.0
1058751367_4,2.0
1058752430_1,12.0
1058752430_2,13.0
1058752430_3,12.0
1058752430_4,3.0
1058752478_1,7.0
1058752478_2,9.0
1058752478_3,7.0
1058753555_1,1.0
1058753555_2,1.0
1058753555_3,1.0
1058753555_4,21.0
1058754103_1,4.0
1058754103_2,10.0
1058754103_3,12.0
1058754103_4,5.0
1058755081_1,2.0
1058755081_2,9.0
1058755155_1,15.0
1058755155_2,23.0
1058755214_1,2.0
1058755214_2,1.0
1058755214_3,0.0
1058755214_4,0.0
1058757624_1,31.0
1058757624_2,24.0
1058757624_3,25.0
1058757624_4,7.0
1058757624_5,3.0
1058759850_1,9.0
1058759942_1,12.0
1058760978_1,8.0
1058762582_1,3.0
1058762582_2,2.0
1058762582_3,13.0
1058762582_4,13.0
1058763261_1,10.0
1058763261_2,3.0
1058763261_3,10.0
1058763261_4,36.0
1058763465_1,0.0
1058763465_2,0.0
1058763465_3,0.0
1058763465_4,0.0
1058765032_1,6.0
1058765032_2,4.0
1058765032_3,4.0
1058765032_4,7.0
1058765478_1,24.0
1058765478_2,26.0
1058765478_3,7.0
1058765478_4,2.0
1058768397_1,7.0
1058768397_2,15.0
1058768397_3,29.0
1058768397_4,22.0
1058768650_1,3.0
1058768650_2,4.0
1058768650_3,3.0
1058768650_4,0.0
1058768776_1,30.0
1058768776_2,21.0
1058768776_3,5.0
1058768776_4,0.0
1058770194_1,41.0
1058770194_2,37.0
1058770253_1,10.0
1058770253_2,8.0
1058770253_3,2.0
1058770253_4,4.0
1058770802_1,2.0
1058770802_2,2.0
1058770802_3,5.0
1058770802_4,2.0
1058772135_1,6.0
1058772135_2,20.0
1058772135_3,6.0
1058772135_4,4.0
1058772741_1,3.0
1058772741_2,2.0
1058772741_3,1.0
1058772741_4,0.0
1058773702_1,17.0
1058773702_2,71.0
1058773978_1,4.0
1058773978_2,1.0
1058773978_3,18.0
1058773978_4,12.0
1058774040_1,33.0
1058774040_2,26.0
1058774040_3,35.0
1058775020_1,4.0
1058775020_2,3.0
1058775812_1,9.0
1058775812_2,19.0
1058776000_1,17.0
1058776000_2,35.0
1058776000_3,36.0
1058776000_4,34.0
1058776446_1,32.0
1058776446_2,32.0
1058776956_1,3.0
1058776956_2,0.0
1058777620_1,6.0
1058777673_1,0.0
1058777673_2,1.0
1058777673_3,3.0
1058777673_4,2.0
1058779161_1,2.0
1058779161_2,2.0
1058779161_3,1.0
1058779161_4,2.0
1058779609_1,6.0
1058779609_2,0.0
1058779609_3,6.0
1058779609_4,6.0
1058781560_1,8.0
1058781560_2,8.0
1058781560_3,0.0
1058781560_4,5.0
1058781783_1,14.0
1058781783_2,9.0
1058781783_3,4.0
1058781783_4,3.0
1058782064_1,11.0
1058782083_1,29.0
1058782384_1,2.0
1058782384_2,1.0
1058782384_3,1.0
1058782384_4,1.0
1058782521_1,54.0
1058782521_2,16.0
1058782521_3,9.0
1058782822_1,43.0
1058783097_1,15.0
1058783097_2,28.0
1058783156_1,32.0
1058783156_2,23.0
1058783156_3,1.0
1058783156_4,3.0
1058783592_1,6.0
1058783592_2,6.0
1058783592_3,19.0
1058783592_4,6.0
1058784932_1,10.0
1058784932_2,10.0
1058784932_3,6.0
1058784932_4,11.0
1058785324_1,7.0
1058785324_2,5.0
1058785324_3,3.0
1058785324_4,6.0
1058785324_5,11.0
1058786323_1,14.0
1058786323_2,9.0
1058786323_3,20.0
1058787206_1,51.0
1058787282_1,13.0
1058787282_2,6.0
1058787282_3,13.0
1058787448_1,0.0
1058787448_2,5.0
1058788374_1,3.0
1058788374_2,3.0
1058788374_3,1.0
1058788374_4,6.0
1058788898_1,0.0
1058788898_2,1.0
1058788898_3,1.0
1058789179_1,22.0
1058789179_2,53.0
1058789621_1,26.0
1058789621_2,11.0
1058790055_1,13.0
1058790055_2,6.0
1058790055_3,6.0
1058791336_1,9.0
1058791336_2,20.0
1058791336_3,1.0
1058791336_4,0.0
1058793921_1,17.0
1058793921_2,18.0
1058793921_3,8.0
1058793921_4,14.0
1058794217_1,6.0
1058794371_1,3.0
1058794371_2,2.0
1058794371_3,1.0
1058794371_4,7.0
1058795609_1,21.0
1058795609_2,19.0
1058795609_3,24.0
1058795609_4,23.0
1058797946_1,42.0
1058800360_1,8.0
1058800360_2,7.0
1058800360_3,2.0
1058800360_4,2.0
1058801559_1,7.0
1058802261_1,9.0
1058802261_2,7.0
1058802413_1,44.0
1058802413_2,46.0
1058802413_3,24.0
1058802427_1,12.0
1058802427_2,5.0
1058802427_3,5.0
1058802427_4,6.0
1058802806_1,38.0
1058802806_2,34.0
1058802806_3,15.0
1058802994_1,6.0
1058802994_2,10.0
1058802994_3,10.0
1058802994_4,16.0
1058803576_1,34.0
1058803576_2,12.0
1058803576_3,46.0
1058803576_4,12.0
1058804973_1,19.0
1058804973_2,15.0
1058804973_3,9.0
1058804973_4,24.0
1058807174_1,7.0
1058807174_2,6.0
1058807174_3,6.0
1058807174_4,5.0
1058807422_1,6.0
1058807567_1,8.0
1058808208_1,4.0
1058808794_1,10.0
1058808794_2,71.0
1058808794_3,10.0
1058809338_1,15.0
1058809357_1,33.0
1058811436_1,29.0
1058811436_2,27.0
1058812304_1,40.0
1058812304_2,78.0
1058812809_1,17.0
1058813278_1,5.0
1058813278_2,14.0
1058813322_1,19.0
1058813322_2,19.0
1058813322_3,6.0
1058813322_4,7.0
1058814506_1,5.0
1058814506_2,2.0
1058814506_3,35.0
1058814506_4,20.0
1058814622_1,1.0
1058814622_2,9.0
1058814622_3,4.0
1058814622_4,3.0
1058815204_1,3.0
1058815204_2,3.0
1058815669_1,42.0
1058815897_1,9.0
1058815897_2,3.0
1058815897_3,1.0
1058815897_4,2.0
1058815897_5,4.0
1068100044_1,7.0
1068100044_2,8.0
1068100044_3,4.0
1068100044_4,2.0
1068100103_1,6.0
1068100103_2,6.0
1068100103_3,3.0
1068100103_4,5.0
1068101174_1,2.0
1068101174_2,3.0
1068101174_3,1.0
1068101174_4,2.0
1068101927_1,6.0
1068101927_2,9.0
1068101927_3,3.0
1068101927_4,3.0
1068103395_1,1.0
1068103395_2,3.0
1068103395_3,3.0
1068103395_4,3.0
1068104827_1,41.0
1068104827_2,41.0
1068104827_3,23.0
1068104827_4,23.0
1068104832_1,1.0
1068104832_2,1.0
1068104832_3,0.0
1068104832_4,7.0
1068106131_1,2.0
1068106131_2,3.0
1068106131_3,9.0
1068106131_4,4.0
1068108497_1,0.0
1068108497_2,1.0
1068108497_3,1.0
1068108497_4,1.0
1068108497_5,0.0
1068109614_1,5.0
1068109614_2,5.0
1068109614_3,4.0
1068109614_4,1.0
1068113006_1,2.0
1068113006_2,5.0
1068113006_3,0.0
1068113006_4,0.0
1068115528_1,2.0
1068115528_2,2.0
1068115528_3,2.0
1068115528_4,2.0
1068115528_5,2.0
1068115815_1,4.0
1068115815_2,4.0
1068115815_3,2.0
1068115815_4,1.0
1068116639_1,1.0
1068116639_2,1.0
1068116639_3,1.0
1068116639_4,1.0
1068117375_1,14.0
1068117375_2,9.0
1068117375_3,14.0
1068117375_4,17.0
1068118317_1,2.0
1068118317_2,1.0
1068118317_3,3.0
1068118317_4,2.0
1068118879_1,5.0
1068118879_2,2.0
1068118879_3,3.0
1068120069_1,2.0
1068120069_2,2.0
1068120069_3,2.0
1068120069_4,1.0
1068120069_5,2.0
1068120093_1,0.0
1068120093_2,0.0
1068120093_3,0.0
1068120093_4,0.0
1068123125_1,0.0
1068123125_2,4.0
1068123125_3,10.0
1068123125_4,10.0
1068123125_5,5.0
1068123445_1,2.0
1068123445_2,2.0
1068123445_3,1.0
1068123445_4,1.0
1068125254_1,9.0
1068125254_2,8.0
1068125254_3,7.0
1068125254_4,10.0
1068126234_1,9.0
1068126234_2,16.0
1068126234_3,8.0
1068126234_4,10.0
1068126419_1,5.0
1068126419_2,4.0
1068126419_3,9.0
1068126419_4,9.0
1068127344_1,6.0
1068127344_2,8.0
1068127344_3,8.0
1068127344_4,4.0
1068127397_1,7.0
1068127397_2,9.0
1068127397_3,8.0
1068128964_1,3.0
1068128964_2,5.0
1068128964_3,7.0
1068128964_4,5.0
1068129172_1,16.0
1068131305_1,4.0
1068131305_2,3.0
1068131305_3,6.0
1068131305_4,3.0
1068132643_1,3.0
1068132643_2,1.0
1068132643_3,1.0
1068132643_4,0.0
1068135543_1,5.0
1068135543_2,1.0
1068135543_3,2.0
1068135543_4,2.0
1068136130_1,3.0
1068136130_2,4.0
1068136130_3,1.0
1068136130_4,3.0
1068139928_1,13.0
1068139928_2,17.0
1068139928_3,23.0
1068139928_4,34.0
1068140328_1,2.0
1068140328_2,2.0
1068140328_3,1.0
1068140328_4,2.0
1068141555_1,4.0
1068141593_1,3.0
1068141593_2,3.0
1068141593_3,3.0
1068141593_4,3.0
1068142253_1,29.0
1068142253_2,1.0
1068142874_1,1.0
1068142874_2,1.0
1068142874_3,3.0
1068142874_4,3.0
1068142952_1,3.0
1068142952_2,4.0
1068142952_3,3.0
1068142952_4,12.0
1068143174_1,7.0
1068143174_2,2.0
1068143174_3,1.0
1068143174_4,8.0
1068143738_1,17.0
1068143738_2,29.0
1068143738_3,27.0
1068143738_4,17.0
1068146093_1,2.0
1068146093_2,5.0
1068146657_1,4.0
1068146657_2,4.0
1068146657_3,2.0
1068146657_4,3.0
1068147224_1,1.0
1068147224_2,3.0
1068147224_3,1.0
1068147224_4,2.0
1068147637_1,1.0
1068147637_2,2.0
1068147637_3,1.0
1068147845_1,4.0
1068147845_2,2.0
1068147845_3,25.0
1068147845_4,1.0
1068148164_1,3.0
1068148164_2,3.0
1068148164_3,0.0
1068148164_4,0.0
1068148524_1,3.0
1068148524_2,2.0
1068148524_3,0.0
1068148524_4,3.0
1068148811_1,2.0
1068148811_2,3.0
1068148811_3,3.0
1068148811_4,11.0
1068148878_1,3.0
1068148878_2,0.0
1068148878_3,3.0
1068148878_4,2.0
1068150277_1,15.0
1068150277_2,28.0
1068150277_3,22.0
1068150277_4,18.0
1068150525_1,1.0
1068150525_2,2.0
1068150525_3,1.0
1068150525_4,2.0
1068151067_1,7.0
1068151067_2,5.0
1068151067_3,8.0
1068151067_4,8.0
1068151785_1,0.0
1068151785_2,0.0
1068151785_3,0.0
1068151785_4,2.0
1068153274_1,5.0
1068153274_2,7.0
1068153274_3,7.0
1068153274_4,5.0
1068154690_1,3.0
1068154690_2,11.0
1068154690_3,4.0
1068154690_4,2.0
1068157080_1,6.0
