회사명,sum_rlt,휴폐업 여부
1078726146_4,23.0,0.0
1078727261_1,12.0,0.0
1078727261_2,10.0,0.0
1078727261_3,12.0,0.0
1078727261_4,12.0,0.0
1078728542_1,12.0,0.0
1078728542_2,12.0,0.0
1078728542_3,12.0,0.0
1078728542_4,12.0,0.0
1078732935_1,9.0,0.0
1078733759_1,0.0,0.0
1078733759_2,0.0,0.0
1078733759_3,2.0,0.0
1078733759_4,2.0,0.0
1078734063_1,27.0,0.0
1078737401_1,1.0,0.0
1078737401_2,1.0,0.0
1078737401_3,1.0,0.0
1078737401_4,2.0,0.0
1078742277_1,24.0,0.0
1078742277_2,40.0,0.0
1078742277_3,19.0,0.0
1078742277_4,36.0,0.0
1078742898_1,2.0,0.0
1078742898_2,2.0,0.0
1078742898_3,1.0,0.0
1078742898_4,1.0,0.0
1078743989_1,8.0,0.0
1078743989_2,6.0,0.0
1078743989_3,1.0,0.0
1078743989_4,5.0,0.0
1078744106_1,28.0,0.0
1078744673_1,14.0,0.0
1078744673_2,9.0,0.0
1078744673_3,2.0,0.0
1078744673_4,10.0,0.0
1078744902_1,8.0,0.0
1078745143_1,4.0,0.0
1078745143_2,2.0,0.0
1078745143_3,4.0,0.0
1078745143_4,3.0,0.0
1078746351_1,9.0,0.0
1078746351_2,7.0,0.0
1078746351_3,5.0,0.0
1078746458_1,11.0,0.0
1078746458_2,12.0,0.0
1078747383_1,5.0,0.0
1078747383_2,3.0,0.0
1078747670_1,12.0,0.0
1078747670_2,18.0,0.0
1078748252_1,28.0,0.0
1078748344_1,43.0,0.0
1078748344_2,42.0,0.0
1078748344_3,40.0,0.0
1078748344_4,14.0,0.0
1078748456_1,26.0,0.0
1078748548_1,0.0,0.0
1078748548_2,0.0,0.0
1078748548_3,0.0,0.0
1078748548_4,0.0,0.0
1078752455_1,7.0,0.0
1078752455_2,12.0,0.0
1078752455_3,12.0,0.0
1078753814_1,16.0,0.0
1078754832_1,7.0,0.0
1078754832_2,6.0,0.0
1078754832_3,3.0,0.0
1078754832_4,3.0,0.0
1078755374_1,2.0,0.0
1078755374_2,3.0,0.0
1078755374_3,2.0,0.0
1078755374_4,5.0,0.0
1078755544_1,3.0,0.0
1078755544_2,3.0,0.0
1078755544_3,6.0,0.0
1078755544_4,8.0,0.0
1078756427_1,3.0,0.0
1078756427_2,12.0,0.0
1078756427_3,12.0,0.0
1078756427_4,12.0,0.0
1078756427_5,12.0,0.0
1078758385_1,33.0,0.0
1078758385_2,25.0,0.0
1078758385_3,14.0,0.0
1078758385_4,10.0,0.0
1078758857_1,21.0,0.0
1078758987_1,9.0,0.0
1078758987_2,10.0,0.0
1078758987_3,12.0,0.0
1078758987_4,10.0,0.0
1078760028_1,6.0,0.0
1078760028_2,2.0,0.0
1078760028_3,2.0,0.0
1078760028_4,5.0,0.0
1078761124_1,12.0,0.0
1078761124_2,2.0,0.0
1078761124_3,2.0,0.0
1078761124_4,5.0,0.0
1078761838_1,4.0,0.0
1078761838_2,5.0,0.0
1078761838_3,5.0,0.0
1078761838_4,7.0,0.0
1078762031_1,22.0,0.0
1078762216_1,4.0,0.0
1078763971_1,2.0,0.0
1078763971_2,3.0,0.0
1078764946_1,12.0,0.0
1078764946_2,10.0,0.0
1078764946_3,9.0,0.0
1078764946_4,8.0,0.0
1078766866_1,27.0,0.0
1078767093_1,8.0,0.0
1078767093_2,2.0,0.0
1078767093_3,22.0,0.0
1078767093_4,3.0,0.0
1078769257_1,5.0,0.0
1078769257_2,3.0,0.0
1078769257_3,1.0,0.0
1078769257_4,4.0,0.0
1078770259_1,4.0,0.0
1078770259_2,3.0,0.0
1078770259_3,4.0,0.0
1078770259_4,3.0,0.0
1078772470_1,2.0,0.0
1078772470_2,2.0,0.0
1078772470_3,6.0,0.0
1078775249_1,1.0,0.0
1078775249_2,1.0,0.0
1078775249_3,6.0,0.0
1078775249_4,14.0,0.0
1078775991_1,19.0,0.0
1078776476_1,14.0,0.0
1078776476_2,13.0,0.0
1078776947_1,9.0,0.0
1078776947_2,9.0,0.0
1078776947_3,13.0,0.0
1078776947_4,7.0,0.0
1078778168_1,1.0,0.0
1078778168_2,7.0,0.0
1078778168_3,10.0,0.0
1078780285_1,7.0,0.0
1078780285_2,5.0,0.0
1078780285_3,7.0,0.0
1078780285_4,3.0,0.0
1078780290_1,23.0,0.0
1078780290_2,9.0,0.0
1078780290_3,4.0,0.0
1078780290_4,6.0,0.0
1078782599_1,10.0,0.0
1078782599_2,0.0,0.0
1078782599_3,2.0,0.0
1078782599_4,1.0,0.0
1078783152_1,5.0,0.0
1078783297_1,13.0,0.0
1078783297_2,15.0,0.0
1078783297_3,10.0,0.0
1078783297_4,22.0,0.0
1078783360_1,8.0,0.0
1078783360_2,8.0,0.0
1078783360_3,0.0,0.0
1078783360_4,4.0,0.0
1078783472_1,0.0,0.0
1078783472_2,0.0,0.0
1078783472_3,0.0,0.0
1078783472_4,0.0,0.0
1078784020_1,0.0,0.0
1078784020_2,1.0,0.0
1078784020_3,4.0,0.0
1078784490_1,8.0,0.0
1078784490_2,31.0,0.0
1078784490_3,18.0,0.0
1078784490_4,50.0,0.0
1078788496_1,14.0,0.0
1078788496_2,27.0,0.0
1078788536_1,5.0,0.0
1078788536_2,3.0,0.0
1078788536_3,7.0,0.0
1078789122_1,3.0,0.0
1078789122_2,6.0,0.0
1078789215_1,13.0,0.0
1078789215_2,9.0,0.0
1078789215_3,20.0,0.0
1078789379_1,29.0,0.0
1078789379_2,27.0,0.0
1078790463_1,4.0,0.0
1078790463_2,6.0,0.0
1078790798_1,9.0,0.0
1078790798_2,6.0,0.0
1078790798_3,4.0,0.0
1078790798_4,5.0,0.0
1078790880_1,25.0,0.0
1078790880_2,18.0,0.0
1078790880_3,16.0,0.0
1078790880_4,2.0,0.0
1078790880_5,4.0,0.0
1078791370_1,2.0,0.0
1078791593_1,18.0,0.0
1078791593_2,31.0,0.0
1078791593_3,44.0,0.0
1078791593_4,39.0,0.0
1078791666_1,4.0,0.0
1078791666_2,1.0,0.0
1078791666_3,0.0,0.0
1078791666_4,3.0,0.0
1078791666_5,1.0,0.0
1078791986_1,10.0,0.0
1078791986_2,0.0,0.0
1078791986_3,4.0,0.0
1078791986_4,5.0,0.0
1078792743_1,26.0,0.0
1078792743_2,35.0,0.0
1078792743_3,24.0,0.0
1078792743_4,8.0,0.0
1078792990_1,4.0,0.0
1078792990_2,10.0,0.0
1078792990_3,7.0,0.0
1078792990_4,1.0,0.0
1078793081_1,3.0,0.0
1078793489_1,4.0,0.0
1078793489_2,6.0,0.0
1078793489_3,5.0,0.0
1078793489_4,4.0,0.0
1078794004_1,18.0,0.0
1078794004_2,4.0,0.0
1078794004_3,5.0,0.0
1078794004_4,19.0,0.0
1078794436_1,7.0,0.0
1078794436_2,6.0,0.0
1078794436_3,1.0,0.0
1078794436_4,3.0,0.0
1078794590_1,2.0,0.0
1078794590_2,3.0,0.0
1078794590_3,3.0,0.0
1078794590_4,3.0,0.0
1078794590_5,1.0,0.0
1078795677_1,8.0,0.0
1078795677_2,3.0,0.0
1078795677_3,12.0,0.0
1078795677_4,12.0,0.0
1078795677_5,12.0,0.0
1078796147_1,30.0,0.0
1078796147_2,1.0,0.0
1078796147_3,17.0,0.0
1078796147_4,10.0,0.0
1078797199_1,25.0,0.0
1078797199_2,17.0,0.0
1078797199_3,16.0,0.0
1078797199_4,8.0,0.0
1078797340_1,39.0,0.0
1078797582_1,20.0,0.0
1078797582_2,37.0,0.0
1078797582_3,55.0,0.0
1078797582_4,21.0,0.0
1078797864_1,2.0,0.0
1078797864_2,0.0,0.0
1078797864_3,5.0,0.0
1078797864_4,3.0,0.0
1078799130_1,12.0,0.0
1078799130_2,12.0,0.0
1078799616_1,3.0,0.0
1078799616_2,3.0,0.0
1078799616_3,5.0,0.0
1078799616_4,5.0,0.0
1078800202_1,29.0,0.0
1078800347_1,5.0,0.0
1078800347_2,4.0,0.0
1078800347_3,12.0,0.0
1078800935_1,12.0,0.0
1078800935_2,12.0,0.0
1078800935_3,12.0,0.0
1078801180_1,6.0,0.0
1078801180_2,7.0,0.0
1078801180_3,7.0,0.0
1078801180_4,10.0,0.0
1078802632_1,5.0,0.0
1078802632_2,2.0,0.0
1078802632_3,3.0,0.0
1078802632_4,5.0,0.0
1078802739_1,2.0,0.0
1078802739_2,3.0,0.0
1078802739_3,2.0,0.0
1078802739_4,5.0,0.0
1078802777_1,8.0,0.0
1078802777_2,5.0,0.0
1078802777_3,12.0,0.0
1078802777_4,12.0,0.0
1078802966_1,12.0,0.0
1078802966_2,12.0,0.0
1078803868_1,3.0,0.0
1078803868_2,5.0,0.0
1078803868_3,3.0,0.0
1078804396_1,28.0,0.0
1078804396_2,25.0,0.0
1078804396_3,21.0,0.0
1078804547_1,32.0,0.0
1078805852_1,9.0,0.0
1078805852_2,10.0,0.0
1078805852_3,9.0,0.0
1078805852_4,10.0,0.0
1078809843_1,15.0,0.0
1078809843_2,2.0,0.0
1078811674_1,8.0,0.0
1078811674_2,4.0,0.0
1078811674_3,5.0,0.0
1078811674_4,11.0,0.0
1078815836_1,4.0,0.0
1078815836_2,4.0,0.0
1078815836_3,5.0,0.0
1078815836_4,7.0,0.0
1078816820_1,46.0,0.0
1078818376_1,1.0,0.0
1078820760_1,34.0,0.0
1078820760_2,35.0,0.0
1078820815_1,6.0,0.0
1078820815_2,7.0,0.0
1078820815_3,3.0,0.0
1078820815_4,4.0,0.0
1078822453_1,0.0,0.0
1078822453_2,8.0,0.0
1078822453_3,73.0,0.0
1078822453_4,83.0,0.0
1078825635_1,6.0,0.0
1078825635_2,9.0,0.0
1078825635_3,9.0,0.0
1078825635_4,10.0,0.0
1078826051_1,2.0,0.0
1078826653_1,42.0,0.0
1078826653_2,47.0,0.0
1078827439_1,3.0,0.0
1078827439_2,4.0,0.0
1078827439_3,2.0,0.0
1078827439_4,0.0,0.0
1078828627_1,4.0,0.0
1078828627_2,1.0,0.0
1078828627_3,15.0,0.0
1078828627_4,8.0,0.0
1078828802_1,12.0,0.0
1078828802_2,12.0,0.0
1078828802_3,12.0,0.0
1078829970_1,49.0,0.0
1078829970_2,9.0,0.0
1078829970_3,10.0,0.0
1078829970_4,17.0,0.0
1078830841_1,11.0,0.0
1078830841_2,18.0,0.0
1078830841_3,11.0,0.0
1078830841_4,8.0,0.0
1078831097_1,50.0,0.0
1078832534_1,2.0,0.0
1078832534_2,4.0,0.0
1078832534_3,1.0,0.0
1078832534_4,4.0,0.0
1078833417_1,40.0,0.0
1078834925_1,29.0,0.0
1078834925_2,12.0,0.0
1078835166_1,10.0,0.0
1078836127_1,56.0,0.0
1078836127_2,33.0,0.0
1078836127_3,14.0,0.0
1078836127_4,5.0,0.0
1078836224_1,25.0,0.0
1078836826_1,1.0,0.0
1078836826_2,1.0,0.0
1078836826_3,1.0,0.0
1078836826_4,3.0,0.0
1078836864_1,10.0,0.0
1078836864_2,4.0,0.0
1078836864_3,17.0,0.0
1078836864_4,8.0,0.0
1078837470_1,6.0,0.0
1078837470_2,4.0,0.0
1078837470_3,5.0,0.0
1078837470_4,1.0,0.0
1078838464_1,0.0,0.0
1078838464_2,2.0,0.0
1078839667_1,62.0,0.0
1078839954_1,5.0,0.0
1078839954_2,4.0,0.0
1078841028_1,4.0,0.0
1078841085_1,12.0,0.0
1078841085_2,12.0,0.0
1078841085_3,12.0,0.0
1078841315_1,0.0,0.0
1078841315_2,0.0,0.0
1078841315_3,0.0,0.0
1078841315_4,0.0,0.0
1078842181_1,14.0,0.0
1078842181_2,4.0,0.0
1078842181_3,3.0,0.0
1078842181_4,6.0,0.0
1078842333_1,0.0,0.0
1078842333_2,0.0,0.0
1078842333_3,5.0,0.0
1078842541_1,6.0,0.0
1078842541_2,3.0,0.0
1078842541_3,5.0,0.0
1078842541_4,52.0,0.0
1088100996_1,41.0,0.0
1088104916_1,0.0,0.0
1088104916_2,0.0,0.0
1088104916_3,0.0,0.0
1088104916_4,2.0,0.0
1088114068_1,2.0,0.0
1088114068_2,2.0,0.0
1088114068_3,5.0,0.0
1088114618_1,4.0,0.0
1088114618_2,4.0,0.0
1088114618_3,5.0,0.0
1088114618_4,2.0,0.0
1088114995_1,27.0,0.0
1088114995_2,26.0,0.0
1088114995_3,42.0,0.0
1088114995_4,43.0,0.0
1088115238_1,4.0,0.0
1088115238_2,7.0,0.0
1088115238_3,6.0,0.0
1088115238_4,7.0,0.0
1088115785_1,15.0,0.0
1088115785_2,18.0,0.0
1088115785_3,21.0,0.0
1088115785_4,21.0,0.0
1088116256_1,6.0,0.0
1088116256_2,7.0,0.0
1088116256_3,5.0,0.0
1088116256_4,5.0,0.0
1088117099_1,2.0,0.0
1088117099_2,0.0,0.0
1088117099_3,0.0,0.0
1088117099_4,6.0,0.0
1088117143_1,1.0,0.0
1088117143_2,4.0,0.0
1088117143_3,8.0,0.0
1088117143_4,4.0,0.0
1088117861_1,9.0,0.0
1088117861_2,11.0,0.0
1088120764_1,1.0,0.0
1088120764_2,0.0,0.0
1088120764_3,1.0,0.0
1088120764_4,2.0,0.0
1088121555_1,28.0,0.0
1088121555_2,10.0,0.0
1088121555_3,33.0,0.0
1088121555_4,3.0,0.0
1088121915_1,3.0,0.0
1088124101_1,29.0,0.0
1088124101_2,31.0,0.0
1088125279_1,3.0,0.0
1088127239_1,5.0,0.0
1088127239_2,2.0,0.0
1088127239_3,3.0,0.0
1088127239_4,7.0,0.0
1088127938_1,0.0,0.0
1088127938_2,4.0,0.0
1088127938_3,4.0,0.0
1088127938_4,5.0,0.0
1088128034_1,5.0,0.0
1088128034_2,4.0,0.0
1088128034_3,1.0,0.0
1088128034_4,2.0,0.0
1088128543_1,15.0,0.0
1088128543_2,26.0,0.0
1088128543_3,6.0,0.0
1088129159_1,0.0,0.0
1088129159_2,7.0,0.0
1088129159_3,0.0,0.0
1088129222_1,2.0,0.0
1088129519_1,0.0,0.0
1088129519_2,0.0,0.0
1088129519_3,1.0,0.0
1088129519_4,0.0,0.0
1088130224_1,4.0,0.0
1088130224_2,5.0,0.0
1088130224_3,0.0,0.0
1088130224_4,0.0,0.0
1088134972_1,3.0,0.0
1088134972_2,19.0,0.0
1088134972_3,22.0,0.0
1088134972_4,12.0,0.0
1088135632_1,4.0,0.0
1088135632_2,4.0,0.0
1088135632_3,5.0,0.0
1088135632_4,5.0,0.0
1088138338_1,7.0,0.0
1088138338_2,12.0,0.0
1088138338_3,8.0,0.0
1088138338_4,9.0,0.0
1088138925_1,4.0,0.0
1088138925_2,5.0,0.0
1088138925_3,6.0,0.0
1088138925_4,11.0,0.0
1088143199_1,18.0,0.0
1088143199_2,32.0,0.0
1088144368_1,3.0,0.0
1088144368_2,0.0,0.0
1088144368_3,0.0,0.0
1088144368_4,0.0,0.0
1088144470_1,2.0,0.0
1088144470_2,2.0,0.0
1088144470_3,3.0,0.0
1088144470_4,2.0,0.0
1088145237_1,2.0,0.0
1088145237_2,4.0,0.0
1088145237_3,4.0,0.0
1088145237_4,1.0,0.0
1088146084_1,2.0,0.0
1088146084_2,2.0,0.0
1088146084_3,5.0,0.0
1088146084_4,4.0,0.0
1088146726_1,8.0,0.0
1088146726_2,7.0,0.0
1088146726_3,6.0,0.0
1088146726_4,1.0,0.0
1088147439_1,4.0,0.0
1088147439_2,1.0,0.0
1088147439_3,1.0,0.0
1088147439_4,5.0,0.0
1088147929_1,2.0,0.0
1088147929_2,2.0,0.0
1088147929_3,3.0,0.0
1088147929_4,1.0,0.0
1088148326_1,7.0,0.0
1088148326_2,7.0,0.0
1088148326_3,2.0,0.0
1088148326_4,2.0,0.0
1088149500_1,34.0,0.0
1088149500_2,13.0,0.0
1088149951_1,1.0,0.0
1088149951_2,1.0,0.0
1088149951_3,6.0,0.0
1088149951_4,0.0,0.0
1088150666_1,1.0,0.0
1088150666_2,1.0,0.0
1088150666_3,4.0,0.0
1088150666_4,1.0,0.0
1088150818_1,10.0,0.0
1088150818_2,4.0,0.0
1088152397_1,18.0,0.0
1088152397_2,21.0,0.0
1088152397_3,15.0,0.0
1088152397_4,21.0,0.0
1088152816_1,4.0,0.0
1088152816_2,2.0,0.0
1088152816_3,1.0,0.0
1088152816_4,1.0,0.0
1088153019_1,9.0,0.0
1088153019_2,15.0,0.0
1088153019_3,11.0,0.0
1088153019_4,14.0,0.0
1088155055_1,0.0,0.0
1088155055_2,1.0,0.0
1088155055_3,1.0,0.0
1088155055_4,0.0,0.0
1088155467_1,3.0,0.0
1088155467_2,3.0,0.0
1088155467_3,2.0,0.0
1088155467_4,2.0,0.0
1088156127_1,4.0,0.0
1088156127_2,4.0,0.0
1088156127_3,2.0,0.0
1088156127_4,8.0,0.0
1088156132_1,8.0,0.0
1088156132_2,9.0,0.0
1088156132_3,2.0,0.0
1088156132_4,3.0,0.0
1088157790_1,2.0,0.0
1088157790_2,9.0,0.0
1088157790_3,11.0,0.0
1088158426_1,1.0,0.0
1088158426_2,2.0,0.0
1088158426_3,4.0,0.0
1088158426_4,1.0,0.0
1088158974_1,5.0,0.0
1088158974_2,9.0,0.0
1088158974_3,5.0,0.0
1088158974_4,5.0,0.0
1088158974_5,5.0,0.0
1088159497_1,3.0,0.0
1088159497_2,1.0,0.0
1088159497_3,0.0,0.0
1088159497_4,4.0,0.0
1088160510_1,2.0,0.0
1088160510_2,0.0,0.0
1088160510_3,0.0,0.0
1088160510_4,0.0,0.0
1088161125_1,3.0,0.0
1088161125_2,3.0,0.0
1088161125_3,4.0,0.0
1088161125_4,3.0,0.0
1088161746_1,2.0,0.0
1088161746_2,0.0,0.0
1088161746_3,4.0,0.0
1088161746_4,7.0,0.0
1088162221_1,7.0,0.0
1088162221_2,5.0,0.0
1088162221_3,6.0,0.0
1088162221_4,4.0,0.0
1088162366_1,1.0,0.0
1088162366_2,2.0,0.0
1088162366_3,2.0,0.0
1088162366_4,3.0,0.0
1088163860_1,2.0,0.0
1088163860_2,1.0,0.0
1088163860_3,1.0,0.0
1088163860_4,1.0,0.0
1088163967_1,1.0,0.0
1088163967_2,2.0,0.0
1088163967_3,0.0,0.0
1088163967_4,1.0,0.0
1088164457_1,0.0,0.0
1088164457_2,1.0,0.0
1088164516_1,6.0,0.0
1088164516_2,3.0,0.0
1088164516_3,4.0,0.0
1088164516_4,1.0,0.0
1088164573_1,7.0,0.0
1088164573_2,2.0,0.0
1088164573_3,2.0,0.0
1088164573_4,4.0,0.0
1088165140_1,2.0,0.0
1088165140_2,1.0,0.0
1088165140_3,1.0,0.0
1088165140_4,13.0,0.0
1088166251_1,5.0,0.0
1088166251_2,2.0,0.0
1088166251_3,1.0,0.0
1088166251_4,1.0,0.0
1088166436_1,3.0,0.0
1088166436_2,13.0,0.0
1088166436_3,12.0,0.0
1088166436_4,6.0,0.0
1088166469_1,5.0,0.0
1088166469_2,2.0,0.0
1088166469_3,7.0,0.0
1088166469_4,3.0,0.0
1088167492_1,4.0,0.0
1088167492_2,2.0,0.0
1088167492_3,1.0,0.0
1088167492_4,5.0,0.0
1088168109_1,1.0,0.0
1088168109_2,4.0,0.0
1088169506_1,0.0,0.0
1088169506_2,1.0,0.0
1088169506_3,0.0,0.0
1088169506_4,0.0,0.0
1088169772_1,2.0,0.0
1088169772_2,6.0,0.0
1088169772_3,8.0,0.0
1088171021_1,0.0,0.0
1088171021_2,1.0,0.0
1088171021_3,1.0,0.0
1088171021_4,1.0,0.0
1088171680_1,32.0,0.0
1088171680_2,3.0,0.0
1088171680_3,20.0,0.0
1088171680_4,13.0,0.0
1088172108_1,9.0,0.0
1088172108_2,14.0,0.0
1088172108_3,11.0,0.0
1088172694_1,3.0,0.0
1088172883_1,34.0,0.0
1088173484_1,3.0,0.0
1088173484_2,1.0,0.0
1088173844_1,2.0,0.0
1088173844_2,0.0,0.0
1088173844_3,3.0,0.0
1088173844_4,1.0,0.0
1088175046_1,5.0,0.0
1088175046_2,5.0,0.0
1088175046_3,2.0,0.0
1088175328_1,11.0,0.0
1088175352_1,8.0,0.0
1088175352_2,5.0,0.0
1088175352_3,8.0,0.0
1088175352_4,6.0,0.0
1088175390_1,4.0,0.0
1088175390_2,5.0,0.0
1088175390_3,5.0,0.0
1088175390_4,5.0,0.0
1088176929_1,9.0,0.0
1088176929_2,6.0,0.0
1088176929_3,21.0,0.0
1088176929_4,19.0,0.0
1088177404_1,1.0,0.0
1088177404_2,14.0,0.0
1088177404_3,6.0,0.0
1088177705_1,8.0,0.0
1088177705_2,9.0,0.0
1088177705_3,7.0,0.0
1088177710_1,0.0,0.0
1088177710_2,0.0,0.0
1088177710_3,1.0,0.0
1088177710_4,0.0,0.0
1088178117_1,2.0,0.0
1088178984_1,4.0,0.0
1088178984_2,4.0,0.0
1088178984_3,0.0,0.0
1088178984_4,2.0,0.0
1088179251_1,3.0,0.0
1088179251_2,3.0,0.0
1088179251_3,4.0,0.0
1088179251_4,1.0,0.0
1088180011_1,3.0,0.0
1088180011_2,1.0,0.0
1088180011_3,1.0,0.0
1088180011_4,3.0,0.0
1088181567_1,5.0,0.0
1088181567_2,5.0,0.0
1088181567_3,5.0,0.0
1088181567_4,9.0,0.0
1088181631_1,14.0,0.0
1088183401_1,2.0,0.0
1088183401_2,1.0,0.0
1088183401_3,1.0,0.0
1088183401_4,1.0,0.0
1088183551_1,8.0,0.0
1088183551_2,17.0,0.0
1088183551_3,16.0,0.0
1088183551_4,5.0,0.0
1088184924_1,7.0,0.0
1088184924_2,2.0,0.0
1088184924_3,4.0,0.0
1088184924_4,0.0,0.0
1088186126_1,12.0,0.0
1088186126_2,12.0,0.0
1088186126_3,12.0,0.0
1088187203_1,7.0,0.0
1088187203_2,9.0,0.0
1088187203_3,10.0,0.0
1088187203_4,2.0,0.0
1088187464_1,3.0,0.0
1088187464_2,3.0,0.0
1088187464_3,4.0,0.0
1088187464_4,5.0,0.0
1088188556_1,2.0,0.0
1088188556_2,2.0,0.0
1088188556_3,4.0,0.0
1088188556_4,6.0,0.0
1088188987_1,7.0,0.0
1088190616_1,6.0,0.0
1088190616_2,11.0,0.0
1088190616_3,7.0,0.0
1088190616_4,5.0,0.0
1088191594_1,9.0,0.0
1088191594_2,10.0,0.0
1088191594_3,7.0,0.0
1088191594_4,8.0,0.0
1088192609_1,3.0,0.0
1088192609_2,4.0,0.0
1088192609_3,5.0,0.0
1088192609_4,4.0,0.0
1088193646_1,27.0,0.0
1088193646_2,15.0,0.0
1088193646_3,4.0,0.0
1088193646_4,3.0,0.0
1088193684_1,15.0,0.0
1088193684_2,10.0,0.0
1088193684_3,34.0,0.0
1088193684_4,16.0,0.0
1088193684_5,18.0,0.0
1088196153_1,2.0,0.0
1088196153_2,2.0,0.0
1088196153_3,1.0,0.0
1088197337_1,0.0,0.0
1088197337_2,5.0,0.0
1088197337_3,5.0,0.0
1088197337_4,10.0,0.0
1088197619_1,3.0,0.0
1088197619_2,3.0,0.0
1088197619_3,1.0,0.0
1088197619_4,5.0,0.0
1088198073_1,2.0,0.0
1088198073_2,15.0,0.0
1088198073_3,15.0,0.0
1088198374_1,6.0,0.0
1088198374_2,3.0,0.0
1088198374_3,4.0,0.0
1088198374_4,4.0,0.0
1088199034_1,21.0,0.0
1088199034_2,4.0,0.0
1088199034_3,4.0,0.0
1088199034_4,4.0,0.0
1088199320_1,6.0,0.0
1088199320_2,5.0,0.0
1088199320_3,5.0,0.0
1088199320_4,7.0,0.0
1088199617_1,37.0,0.0
1088515255_1,0.0,0.0
1088518437_1,7.0,0.0
1088518723_1,36.0,0.0
1088518723_2,37.0,0.0
1088519019_1,7.0,0.0
1088519606_1,1.0,0.0
1088519912_1,5.0,0.0
1088519926_1,56.0,0.0
1088520248_1,6.0,0.0
1088520248_2,6.0,0.0
1088521136_1,16.0,0.0
1088522474_1,19.0,0.0
1088523338_1,8.0,0.0
1088523338_2,7.0,0.0
1088523944_1,2.0,0.0
1088523982_1,1.0,0.0
1088523982_2,0.0,0.0
1088524002_1,5.0,0.0
1088524002_2,5.0,0.0
1088524356_1,50.0,0.0
1088524356_2,37.0,0.0
1088524453_1,4.0,0.0
1088524453_2,3.0,0.0
1088525428_1,23.0,0.0
1088525641_1,6.0,0.0
1088526427_1,40.0,0.0
1088530294_1,3.0,0.0
1088600365_1,5.0,0.0
1088600365_2,8.0,0.0
1088600365_3,8.0,0.0
1088600365_4,4.0,0.0
1088601535_1,3.0,0.0
1088601535_2,7.0,0.0
1088601535_3,6.0,0.0
1088601535_4,6.0,0.0
1088603474_1,5.0,0.0
1088603474_2,11.0,0.0
1088603474_3,5.0,0.0
1088603474_4,5.0,0.0
1088604003_1,6.0,0.0
1088604513_1,32.0,0.0
1088604513_2,24.0,0.0
1088604513_3,29.0,0.0
1088604513_4,3.0,0.0
1088604814_1,10.0,0.0
1088604814_2,11.0,0.0
1088604814_3,5.0,0.0
1088604814_4,6.0,0.0
1088606336_1,12.0,0.0
1088606336_2,3.0,0.0
1088606336_3,1.0,0.0
1088606336_4,1.0,0.0
1088607145_1,14.0,0.0
1088607830_1,0.0,0.0
1088607830_2,0.0,0.0
1088607830_3,1.0,0.0
1088608348_1,14.0,0.0
1088611504_1,9.0,0.0
1088611504_2,4.0,0.0
1088611504_3,1.0,0.0
1088611504_4,4.0,0.0
1088612124_1,7.0,0.0
1088612124_2,7.0,0.0
1088612124_3,6.0,0.0
1088612124_4,17.0,0.0
1088612221_1,15.0,0.0
1088612221_2,5.0,0.0
1088612221_3,26.0,0.0
1088612371_1,26.0,0.0
1088612371_2,31.0,0.0
1088612371_3,22.0,0.0
1088612371_4,31.0,0.0
1088612798_1,2.0,0.0
1088615081_1,20.0,0.0
1088615271_1,10.0,0.0
1088615984_1,4.0,0.0
1088617037_1,3.0,0.0
1088617037_2,2.0,0.0
1088617134_1,3.0,0.0
1088617134_2,9.0,0.0
1088617134_3,9.0,0.0
1088617624_1,10.0,0.0
1088617624_2,4.0,0.0
1088701060_1,6.0,0.0
1088701060_2,2.0,0.0
1088800826_1,78.0,0.0
1088800826_2,80.0,0.0
1088800826_3,63.0,0.0
1088801112_1,6.0,0.0
1088801112_2,4.0,0.0
1088801112_3,1.0,0.0
1088801446_1,0.0,0.0
1098100285_1,8.0,0.0
1098100285_2,6.0,0.0
1098100285_3,5.0,0.0
1098100612_1,2.0,0.0
1098100612_2,1.0,0.0
1098100612_3,2.0,0.0
1098100612_4,2.0,0.0
1098102376_1,11.0,0.0
1098102376_2,12.0,0.0
1098102814_1,1.0,0.0
1098102814_2,1.0,0.0
1098102814_3,0.0,0.0
1098102814_4,0.0,0.0
1098103754_1,3.0,0.0
1098103754_2,4.0,0.0
1098105150_1,1.0,0.0
1098105150_2,1.0,0.0
1098105150_3,2.0,0.0
1098105150_4,3.0,0.0
1098107221_1,0.0,0.0
1098107221_2,0.0,0.0
1098107221_3,0.0,0.0
1098107221_4,0.0,0.0
1098110600_1,1.0,0.0
1098110600_2,2.0,0.0
1098110600_3,2.0,0.0
1098110600_4,1.0,0.0
1098110876_1,0.0,0.0
1098110876_2,0.0,0.0
1098110876_3,0.0,0.0
1098110876_4,2.0,0.0
1098114926_1,4.0,0.0
1098114926_2,4.0,0.0
1098114926_3,6.0,0.0
1098114926_4,3.0,0.0
1098116996_1,9.0,0.0
1098118000_1,2.0,0.0
1098118000_2,3.0,0.0
1098118000_3,0.0,0.0
1098118000_4,3.0,0.0
1098118029_1,1.0,0.0
1098118029_2,1.0,0.0
1098118029_3,3.0,0.0
1098118029_4,3.0,0.0
1098120092_1,19.0,0.0
1098120092_2,28.0,0.0
1098120092_3,19.0,0.0
1098120092_4,13.0,0.0
1098120807_1,22.0,0.0
1098120807_2,3.0,0.0
1098120807_3,3.0,0.0
1098120807_4,4.0,0.0
1098124026_1,2.0,0.0
1098124026_2,1.0,0.0
